address_deltas,pc_deltas
8400,95
3764032,-95
6016260,95
85348,8949
-67452,48
61728,-6497
-9871516,-3539
9781392,0
2092,944
5256,95
124532,8890
-61820,107
6027,-6497
-9854403,-2595
8212,95
9818876,8997
42092,-6497
6724,6449
-48312,48
41907,-6497
-80351,-2500
121120,8890
-36198,59
-68486,48
64103,-6497
-11348926,74412
11309663,-67915
40108,-6497
-9871528,-3539
9783128,944
7488,95
54988,8997
26298,-6497
-91974,-3539
131392,10657
-78916,-621
24054,-6497
14,63
-65696,-2563
41632,49
44670,8900
-46354,48
42277,-6497
-89945,-2595
7432,95
120896,8890
-37376,59
-80124,48
62988,-6497
-77448,-3539
-10011604,1039
1200,76912
10056856,-67915
47479,-6497
13,63
-46100,6434
31038,-6497
-75486,-2595
7104,95
121532,8890
-10088328,4600
64,8
64,80
64,48
64,64
576,616
64,24
9989660,-5333
46482,-6497
-9859406,-3539
9786896,1039
4145016,9629
-14108584,4765
10087424,-4776
-36780,-669
-72160,48
65198,-6497
-6096654,-2595
4016,95
6005868,-95
4804,95
-9966708,9402
1600,1656
64,8
64,64
10090752,-8
4015320,-16
-4015248,16
4015288,-16
120,0
-4015336,16
4015368,-16
-4015320,16
72,0
72,0
48,0
72,0
72,0
48,0
72,0
72,0
48,0
72,0
72,0
48,0
72,0
72,0
515184,-13280776
64,16
64,64
64,64
3499136,13278838
-14108032,138
10604864,-13283008
64,64
3503096,13282806
-3498552,-13278246
64,48
64,64
-6208,-6192
64,48
1536,1536
216000,216000
64,64
64,64
920942,-54
-920878,118
608576,608624
64,16
64,64
64,64
318869,12450954
-11754837,950
11436032,-12451840
64,64
-608832,-608832
-205504,-205504
64,64
117760,117776
64,48
-124544,-124512
64,32
64,64
64,64
-640,-624
-3840,-3856
-1280,-1280
64,64
5376,5376
64,64
119616,119664
64,16
64,64
-124096,-124064
64,32
-1088,-1088
64,64
5952,5952
64,64
123968,123968
-123840,-123808
64,32
64,64
64,64
128320,128320
64,64
-4672,-4672
64,64
64,64
-128832,-128832
-448,-400
43648,43600
64,64
-38528,-38528
-1216,-1184
123584,123600
64,16
64,64
-126656,-126640
64,48
3712,3744
-64,-48
6528,6480
112960,112960
92480,92480
64,64
64,64
-10793472,13094448
64,16
64,64
64,64
9922056,-25880
-9778160,-2951
7587568,2462
56,-23
-720,-2285
-4228,48
2625,-6497
19,63
-5816,-2658
940,9092
5644,-6497
-7577184,-3539
9769200,10668
-2190416,-739
-7196,107
4020,-6497
-7575984,-3539
7578486,9988
-3018,48
2738,-48
-6098,48
7124,-107
-6956,107
3748,-6434
2207936,-2658
8392,95
48228,41
21684,76871
-2282960,-65790
48,0
2190336,-16
-2190264,16
72,0
48,0
2190208,-16
-2190136,16
72,0
48,0
2190080,-16
-2190008,16
72,0
48,0
2189952,-16
-2189880,16
72,0
48,0
72,0
72,0
-14280,624
-7575696,-2184
-80,-767
3824672,2462
56,-23
-36132,-2237
25020,-6497
3762072,7129
-3761725,-7129
5997241,-2459
64596,81637
-6051008,-72788
-902,59
-14246,48
4041,-6497
-29861,-2595
4032,95
3787848,9629
-3786892,-632
24,0
27782,-6497
8246,6390
-1768,59
-22980,48
-3793100,-10036
3775268,944
3984,95
14064,8997
-3790372,-10036
3772348,944
6624,9092
35988,621
-35964,-621
33212,-48
-7550,-6449
10366,8622
3750848,-16
-3750776,16
72,0
48,0
3750720,-16
112,0
-3750760,16
3750776,-16
-3750704,16
48,0
72,0
72,0
48,0
72,0
72,0
48,0
72,0
276664,-7279096
64,64
-162112,-162064
64,16
64,64
143232,143248
64,48
-78976,-78976
64,64
64,64
89728,89744
64,48
-110208,-110176
64,32
124736,124768
64,32
64,64
-13632,-13584
64,16
64,64
6400,6432
-123648,-123664
64,48
-13760,-13760
64,64
144064,144096
64,32
64,64
-149440,-149408
64,32
64,64
147456,147472
64,48
-185792,-185744
64,16
64,64
185920,185952
64,32
64,64
-1984,-1936
64,16
64,64
-123328,-123280
64,16
64,64
-61184,-61136
214016,214016
64,16
64,64
-27456,-27424
64,32
-170240,-170224
64,48
64,64
66432,66480
64,16
22976,23024
64,16
64,64
-273720,7354280
-3755472,-2951
455440,2462
3259672,-9
-3259616,-14
3259648,14
-3259584,9
72,0
56,-23
3259528,14
-3259464,9
3259520,-9
-3259448,9
56,-23
3259464,14
-3259400,9
3259456,-9
-3259384,9
3259456,-9
-3259400,-14
3259456,14
-3259392,9
72,0
3259416,-9
-3259360,-14
3259392,14
-3259328,9
72,0
3259320,-9
-3259264,-14
64,23
3259272,-9
-3259200,9
56,-23
3259200,14
-3259136,9
72,0
3259128,-9
-3259072,-14
64,23
3259080,-9
-3259008,9
56,-23
3259008,14
-3258944,9
72,0
3258936,-9
-3258880,-14
64,23
3258888,-9
-3258816,9
56,-23
3258816,14
-3258752,9
72,0
3258744,-9
-3258688,-14
64,23
3258696,-9
-3258624,9
56,-23
3258624,14
-3258560,9
72,0
3258552,-9
-3258496,-14
64,23
3258504,-9
-3258432,9
56,-23
3258432,14
-3258368,9
72,0
3258360,-9
-3258304,-14
64,23
3258312,-9
-3258240,9
56,-23
3258240,14
-3258176,9
72,0
3258168,-9
-3258112,-14
64,23
3258120,-9
-3258048,9
56,-23
3258048,14
-3257984,9
72,0
3257976,-9
-3257920,-14
64,23
3257928,-9
-3257856,9
56,-23
3257856,14
-3257792,9
3257856,-9
-3257784,9
56,-23
3257792,14
-3257728,9
3257792,-9
-3257720,9
56,-23
3257728,14
-3257664,9
3257728,-9
-3257656,9
56,-23
3257696,14
32,0
-3257664,9
72,0
3257656,-9
-3257600,-14
3257728,14
-3257664,9
3257760,-9
-3257688,9
3257720,-9
-3257664,-14
3257728,14
-3257664,9
72,0
3257656,-9
-3257600,-14
3257664,14
-3257600,9
72,0
3257592,-9
-3257536,-14
3257600,14
-3257536,9
3257600,-9
-3257528,9
56,-23
64,23
3257472,-9
-3257400,9
56,-23
64,23
3257344,-9
-3257272,9
56,-23
3257280,14
-3257216,9
72,0
56,-23
3257152,14
-3257088,9
72,0
56,-23
3257024,14
-3256960,9
72,0
56,-23
3256896,14
-3256832,9
72,0
56,-23
3256768,14
-3256704,9
72,0
56,-23
3256640,14
-3256576,9
72,0
56,-23
3256512,14
-3256448,9
72,0
56,-23
3256384,14
-3256320,9
72,0
56,-23
3256256,14
-3256192,9
72,0
3256192,-9
-3256136,-14
64,23
3256128,-9
-3256056,9
56,-23
64,23
3256000,-9
-3255928,9
56,-23
64,23
3255872,-9
-3255800,9
56,-23
3255808,14
-3255744,9
72,0
56,-23
3255680,14
-3255616,9
72,0
56,-23
3255552,14
-3255488,9
72,0
3255480,-9
-3255424,-14
64,23
72,0
3255360,-9
-3255304,-14
64,23
3255296,-9
-3255224,9
56,-23
3255256,14
-3255192,9
3255248,-9
104,0
-3255280,9
3255288,-9
-3255232,-14
3255296,14
-3255232,9
72,0
3255232,-9
-3255176,-14
3255240,14
576,0
-3255752,9
3255808,-9
-3255736,9
56,-23
64,23
3255728,-9
16,0
-3255672,9
3256272,-9
-3256216,-14
3256280,14
48,0
-3256264,9
3256344,-9
-3256272,9
3256320,-9
-3256264,-14
3256328,14
1136,0
-3257400,9
3257432,-9
48,0
-3257408,9
3257472,-9
-3257416,-14
3257672,14
-3257608,9
3257672,-9
1272,0
-3258872,9
56,-23
64,23
3260048,-9
192,0
-3260168,9
3260560,-9
-3260504,-14
64,23
3260480,-9
-3260408,9
3260568,-9
-3260512,-14
3260560,14
48,0
-3260544,9
3260608,-9
-3260536,9
3260600,-9
-3260544,-14
3260624,14
48,0
-3260608,9
3260672,-9
80,0
-3260680,9
3260912,-9
88,0
-3260944,-14
3262472,14
88,0
-3262496,9
3262536,-9
-3262464,9
56,-23
3262616,14
64,0
64,0
-3262680,9
3262720,-9
-3262648,9
3262712,-9
-3262656,-14
3262720,14
-3262656,9
72,0
56,-23
3262784,14
-3262720,9
3262808,-9
56,0
-3262792,9
3262848,-9
-3262792,-14
3262848,14
-3262784,9
3262864,-9
-3262792,9
3262848,-9
-3262792,-14
3262848,14
-3262784,9
3262872,-9
56,0
-3262856,9
3262912,-9
-3262856,-14
3262912,14
-3262848,9
3262928,-9
-3262856,9
3262904,-9
-3262848,-14
3262928,14
-3262864,9
3262936,-9
-3262864,9
56,-23
3262864,14
-3262800,9
3262904,-9
8,0
-3262840,9
3262936,-9
-3262880,-14
3262952,14
-3262888,9
3262912,-9
-3262840,9
56,-23
3262920,14
-3262856,9
3262984,-9
-3262912,9
56,-23
3262944,14
-3262880,9
3262920,-9
-3262848,9
3262928,-9
-3262872,-14
3262912,14
-3262848,9
3262936,-9
-3262864,9
3262920,-9
-3262864,-14
3262920,14
-3262856,9
3262912,-9
-3262840,9
3262928,-9
-3262872,-14
3262928,14
56,0
-3262920,9
3262976,-9
-3262904,9
3262984,-9
-3262928,-14
3262984,14
-3262920,9
3262976,-9
-3262904,9
3262992,-9
-3262936,-14
3262992,14
56,0
-3262984,9
3263040,-9
-3262968,9
56,-23
3263008,14
-3262944,9
3262976,-9
-3262904,9
56,-23
3262976,14
-3262912,9
3263016,-9
-3262944,9
3263016,-9
-3262960,-14
3262976,14
-3262912,9
72,0
3262984,-9
-3262928,-14
3263032,14
8,0
-3262976,9
72,0
56,-23
3262928,14
-3262864,9
72,0
56,-23
3262784,14
-3262720,9
3263280,-9
192,0
-3263400,9
3263792,-9
-3263736,-14
3263744,14
-3263680,9
72,0
3264008,-9
-3263952,-14
3264144,14
392,0
-3264472,9
72,0
3264440,-9
-3264384,-14
3267992,14
-3267928,9
3268056,-9
520,0
-3268504,9
3268696,-9
-3268640,-14
3269032,14
-3268968,9
3268992,-9
-3268920,9
56,-23
3269248,14
192,0
-3269376,9
3269768,-9
-3269696,9
56,-23
64,23
3270160,-9
-3270088,9
3270424,-9
-3270368,-14
64,23
3270896,-9
1072,0
1904,0
-3273800,9
3273992,-9
-3273936,-14
3274328,14
-3274264,9
72,0
3274232,-9
-3274176,-14
3274544,14
192,0
-3274672,9
3275064,-9
8,0
-3275000,9
56,-23
64,23
3275560,-9
1144,0
1712,0
-3278344,9
3282008,-9
272,0
-3282224,-14
3289184,14
56,0
-3289176,9
3289216,-9
-3289144,9
56,-23
64,23
3289088,-9
-3289016,9
56,-23
3289024,14
-3288960,9
72,0
56,-23
3288896,14
-3288832,9
72,0
56,-23
64,23
-29306,-2308
-379658,48
113548,-6497
-164860,-2595
10156,95
8,0
41152,49
409032,8841
56,728
3246352,11
64,0
-3246352,-739
3246416,739
64,0
64,0
-3246472,-739
3246536,739
-3246480,-11
3246872,11
-3246808,-739
3246896,739
88,0
-3246912,-739
3249288,739
-3249232,-11
3249328,11
96,0
192,0
-3249552,-739
3249664,739
224,0
-3249816,-739
3250640,739
-3250584,-11
3250632,11
-3250568,-739
3250640,739
48,0
-3250616,-739
3251024,739
-3250968,-11
3251016,11
-3250952,-739
72,0
56,728
64,-728
3252360,739
-3252288,-739
56,728
3252304,11
-3252240,-739
3253552,739
24,0
-3253504,-739
56,728
64,-728
72,0
3256160,739
-3256104,-11
3258328,11
-3258264,-739
3258312,739
-3258240,-739
3258312,739
-3258256,-11
3258304,11
2056,0
-3260296,-739
3260368,739
192,0
-3260488,-739
3260536,739
-3260480,-11
3260584,11
24,0
-3260544,-739
3261624,739
24,0
-3261576,-739
3261624,739
192,0
-3261760,-11
3261832,11
-3261768,-739
3261848,739
1104,0
-3262880,-739
3262904,739
-3262848,-11
3263432,11
-3263368,-739
3263440,739
-3263368,-739
3263416,739
-3263360,-11
3265416,11
-3265352,-739
3266520,739
48,0
-3266496,-739
56,728
3266560,11
-3266496,-739
3266744,739
24,0
-3266696,-739
3266744,739
-3266688,-11
3266760,11
80,0
-3266776,-739
3268856,739
24,0
-3268808,-739
3268856,739
-3268800,-11
3268872,11
-3268808,-739
3271128,739
-3271056,-739
3271160,739
-3271104,-11
64,-728
3271408,739
24,0
-3271360,-739
56,728
3271376,11
48,0
-3271360,-739
3271440,739
6320,0
-3277688,-739
-28358,59
-328310,48
57494,-6497
-161390,-2595
16060,95
409048,76912
5362,-67963
-347406,48
78420,-6434
-162752,-2658
13864,95
448024,9618
64,-728
72,0
56,728
64,-728
72,0
-34826,59
-395234,48
130660,-6434
299456,7055
64,-728
3245824,739
480,0
-3246232,-739
3250528,739
-3250472,-11
3251232,11
-3251168,-739
3251712,739
6040,0
-3257680,-739
56,728
3269560,11
16,0
5928,0
-3275440,-739
-30812,59
-345536,48
-86244,-9092
14068,95
418178,8949
-340410,48
-76840,-8997
76844,49
370824,8841
-29158,59
-326550,48
-105672,-9092
16244,95
419532,8949
-287456,48
12193,-6497
-157741,-2595
20568,95
438096,9618
-33320,-669
-371716,48
-61980,-10036
2520,944
11084,95
453476,8890
3248912,739
-3248840,-739
56,728
64,-728
3248832,739
-3248760,-739
56,728
3250920,11
-3250856,-739
3265600,739
-3265528,-739
56,728
64,-728
3266184,739
-3266112,-739
56,728
64,-728
3266048,739
-3265976,-739
56,728
3269584,11
-3269520,-739
72,0
3269496,739
-3269440,-11
64,-728
3270144,739
-3270072,-739
56,728
64,-728
-33868,59
-362256,48
94327,-6497
37,63
-163524,-2658
12192,95
453164,8890
-36128,59
-386324,48
120108,-6434
-164636,-2658
9440,95
457596,9618
-27582,-669
-291702,48
17492,-6497
-167312,-3539
8624,944
20076,95
440468,8890
-33982,59
-361398,48
94863,-6497
37,63
-169984,-3602
5036,944
12296,95
415150,76912
1542,-67963
-388436,48
124322,-6497
-166702,-2595
9208,95
458120,8890
-26524,59
-278568,48
4080,-6497
12,63
-158768,-2658
21628,95
65056,8997
-76392,-8997
449532,9618
-28258,-669
-297026,48
-145884,-10036
10108,944
19504,95
406418,8949
-372706,48
107047,-6497
-165487,-2595
10968,95
455380,8890
-30178,59
-317442,48
-114916,-9092
17200,95
410642,8949
-367118,48
101601,-6497
-169205,-3539
3464,944
11592,95
3694232,9629
-3271496,-680
-333348,48
64837,-6497
-163593,-2595
15508,95
448292,8890
56,728
3240640,11
2368,0
-3242944,-739
-34016,59
-357548,48
-79364,-10036
5368,944
12748,95
133464,8997
18859,-6497
9,63
-140300,-2563
440852,8890
-33670,59
-352950,48
-78712,-9092
13284,95
423800,8949
-293308,48
21196,-6434
-160748,-2658
19904,95
441260,9618
3240008,11
-3239944,-739
3240512,739
-3240440,-739
3243008,739
-3242952,-11
3243144,11
-3280414,-680
-389822,48
-40944,-9092
9036,95
459064,8890
72,0
56,728
3242672,11
-3242608,-739
-423460,107
122660,-6434
300872,6327
56,728
-36512,-669
-377260,48
112908,-6434
-166672,-2658
10432,95
457168,8890
72,0
56,728
-31626,-669
-321402,48
52146,-6497
-168766,-3539
5736,944
16772,95
94116,49
353088,8841
-326212,107
25284,-6434
-161336,-2658
19540,95
116516,49
326280,8841
3270208,739
-3299528,-680
-294540,48
-138288,-9092
19756,95
442448,9618
3273424,11
-3308390,-680
-356030,48
-81092,-10036
5528,944
12924,95
4,0
453696,8890
-30426,59
-305386,48
34573,-6497
-161805,-2595
18564,95
108672,49
296171,76863
5819,-67963
-342698,48
75644,-6497
8,63
-164812,-2658
14404,95
8,0
74752,49
339412,8900
-378800,48
-54668,-10036
2484,944
10252,95
457904,8890
3272280,739
-3676084,-632
102713,-6497
27,63
-166344,-2658
11520,95
8,0
455936,9618
3271528,11
-3302730,-680
-312514,48
-119936,-9092
17748,95
415720,8949
-301316,48
-131372,-9092
19000,95
443936,8890
-32348,59
-324416,48
55886,-6497
14,63
-170600,-3602
6876,944
16456,95
19968,8997
-31872,-8997
3733276,9629
-3273168,-739
-33306,59
-334162,48
66454,-6497
-164386,-2595
15420,95
3721108,9629
-3299506,-680
-279954,48
-153256,-9092
21456,95
440188,9618
-28382,-669
-279382,48
-132320,-8997
139232,2500
300916,6390
-415900,107
-42248,-8997
3727308,9629
-3299714,-680
-302570,48
32170,-6497
-171646,-3539
9368,944
18880,95
111232,49
333192,8841
3271096,739
-3307460,-680
-365688,48
-65608,-9092
11756,95
62564,8997
393396,621
-36488,-669
-366436,48
102023,-6497
-155199,-2500
419818,8949
-364170,48
99588,-6434
-166760,-2658
11940,95
4,0
55232,49
400512,8841
3269888,739
-3304772,-680
-348088,48
81963,-6497
-165635,-2595
13820,95
452896,8890
-324388,107
-118728,-8997
410472,8949
-322656,48
-117124,-10036
7508,944
16648,95
408930,8949
-396290,48
135137,-6497
3,63
-169468,-2658
8292,95
461720,9618
-38024,-669
-381220,48
118764,-6434
-168516,-2658
10020,95
459040,8890
-31542,59
-309214,48
39805,-6497
23,63
-163172,-2658
18140,95
8,0
408650,8949
-372574,48
-249516,-6955
201920,-2042
457544,8890
-39346,59
-394266,48
132862,-6497
-169262,-2595
8516,95
27888,49
433664,9569
-357636,-621
4,-8948
357696,8841
-32000,59
-312140,48
43189,-6497
-145717,-2500
446740,8890
-35720,59
-352268,48
86860,-6434
-152932,-2563
109968,8997
42772,-6434
-169736,-3602
24332,1039
36392,8997
110261,-6497
300127,7118
-34550,-669
-338782,48
73236,-6434
-166452,-2658
14900,95
422104,8949
-283716,48
12831,-6497
13,63
-170152,-3602
7948,944
20980,95
441704,8890
-35266,59
-345954,48
80872,-6497
-166692,-2595
14024,95
419630,8949
-325274,48
58259,-6497
-174055,-3539
8828,944
16368,95
90604,49
358728,8841
-32998,59
-320214,48
-112096,-9092
16900,95
3720824,9629
-3302294,-680
-285894,48
-147132,-9092
20732,95
442228,9618
-383484,-621
-83832,-9092
13824,95
453556,8890
-32746,59
-316122,48
-98924,-8997
98928,49
316202,8900
-315198,48
49011,-6497
33,63
-166228,-2658
17436,95
411020,8949
-358384,48
-73128,-9092
12640,95
455532,8890
-33090,59
-319114,48
53207,-6497
-166423,-2595
17028,95
96192,49
313340,8900
-382584,48
-48332,-9092
9836,95
25992,8997
135326,-6497
-163394,-2500
462072,9618
-31078,-669
-296366,48
28820,-6434
-145688,-2563
408344,8949
-350156,48
87362,-6497
10,63
-168924,-2658
13584,95
454156,8890
-327292,107
-136636,-9092
19580,95
38960,8997
106444,-6434
-173416,-3602
36564,10036
137315,-6497
-163951,-2500
462504,8890
-344044,107
45540,-6434
-166548,-2658
17860,95
148549,2500
11,63
-144192,-2563
124992,49
281806,8900
-349298,48
-82436,-9092
13688,95
454128,9618
-36272,-669
-351388,48
89567,-6497
-169879,-2595
13460,95
3692464,9629
-3237888,-739
3237968,739
48,0
-3237944,-739
56,728
64,-728
72,0
56,728
3238176,11
32,0
-3238144,-739
3238224,739
48,0
-3238200,-739
3238280,739
-3238224,-11
3238304,11
32,0
-3238272,-739
3238352,739
48,0
-3238328,-739
3238408,739
-3238352,-11
3238432,11
32,0
-3238400,-739
3238480,739
48,0
-3238456,-739
3238536,739
-3238480,-11
3238560,11
-3238496,-739
72,0
56,728
3238688,11
32,0
-3238656,-739
3238736,739
31416,0
-3270080,-739
-36812,59
-343160,48
-74328,-8997
413014,8949
-392374,48
134324,-6434
-172664,-2658
8748,95
463308,9618
-38314,-669
-359066,48
97920,-6497
-175452,-3539
17660,1039
59876,49
11396,8948
-69372,-8997
455416,8890
72,0
56,728
64,-728
72,0
56,728
64,-728
72,0
56,728
64,-728
3268168,739
-3308426,-680
-373410,48
-57708,-9092
10880,95
460568,8890
-380116,107
-53832,0
-29988,-8997
420896,76912
43096,-67294
-397524,-621
-15648,0
413236,-107
-434164,107
-29920,-8997
464156,8890
-458060,-8890
44632,8997
379282,-48
-303274,48
37188,-6434
-166588,-2658
18804,95
8,0
110592,49
337472,9569
3267280,11
-3267216,-739
-34328,59
-303956,48
-128692,-9092
18720,95
109852,8997
-109868,-8997
448344,8890
-338212,107
37855,-6497
300413,7118
-381468,-621
-74088,-8997
413052,8949
-392484,48
435052,-107
-398668,107
97929,-6497
-113649,6497
414460,-107
-381676,107
-53496,0
-38184,-9092
473412,9713
-398868,-621
-15720,0
414652,-107
-381580,107
-53616,0
134592,-6497
300676,6390
-414580,107
376350,-48
-341862,48
-90024,-9092
14512,95
455660,9618
-42762,-669
-391098,48
-39660,-9092
8900,95
30764,49
433920,8841
-397660,107
96474,-6497
-157450,-2500
45400,8997
-47996,-8997
80972,8997
-75488,-8997
455820,8890
-434092,107
36288,0
397860,621
-413436,-621
413500,-107
-435220,107
134295,-6497
-97743,6497
398740,-107
-414412,107
-47232,-8997
80184,8997
-53904,0
435420,621
-398892,-621
97323,-6497
301633,6390
-414652,107
32880,0
-53784,0
435628,-107
-399148,107
-15672,0
414876,621
-381996,-621
-53760,0
134574,-6497
-1653039,74412
1954285,-68022
-399340,107
-15672,0
415084,-107
-381292,107
-53736,0
-30384,-8997
465468,9618
-398700,-621
-15600,0
112278,-6497
302086,6390
-381508,107
4,-8948
-53812,8948
435388,-107
-399028,107
-15480,0
32136,0
382428,621
-301503,-7118
301567,6390
-399796,107
-15672,0
32304,0
383236,-107
-436708,107
-29292,-8997
425026,8949
-359374,48
-72116,-9092
12524,95
459996,9618
-416316,-621
113847,-6497
-160179,-2500
79524,8997
383188,-107
-436708,107
36336,0
400444,-107
-416164,107
76512,0
37885,-6497
301823,7118
-339228,-621
339292,-107
-381772,107
-53688,0
4,-8948
435528,8841
-399244,107
4,-8948
-15556,8948
4,-8948
31244,8948
383604,621
-437100,-621
135153,-6497
302011,6390
-400828,107
-15840,0
34608,0
382132,-107
-435820,107
435876,621
3265032,11
-3680172,-632
415204,-107
-409564,107
107597,-6497
15,63
-35348,6434
35277,-6497
-167029,-2595
19036,95
407980,8949
-363400,48
-55932,-8997
461440,8890
-39170,59
-331082,48
69016,-6497
-170084,-2595
15760,95
85312,49
331770,8900
-323470,48
60756,-6434
-169544,-2658
16556,95
454236,9618
-41292,-669
-353808,48
93573,-6497
23,63
-171432,-2658
13184,95
459816,8890
-36444,59
-299776,48
-143484,-10036
29716,1039
109472,8997
39012,-6434
301576,6327
-374068,107
72265,-6497
35,63
-154588,-2563
456412,9618
3263096,11
-3299584,-680
-298852,48
34230,-6497
-168138,-2595
19300,95
414928,8949
-282704,48
16190,-6497
-166602,-2595
21120,95
447080,8890
-364396,107
63025,-6497
256587,6449
-389404,48
132876,-6434
-174252,-2658
9080,95
466556,8890
-403012,107
101692,-6434
-172400,-2658
12376,95
416850,8949
-385422,48
128984,-6497
-174436,-2595
9532,95
45040,8997
-43508,-8997
464360,9618
3263696,11
-3307228,-680
-374224,48
116601,-6497
35,63
-162724,-2563
463908,8890
-357148,107
-113728,-9092
17068,95
410776,8949
-368020,48
109740,-6434
260818,6386
-340102,48
79476,-6434
301192,6327
-430804,107
130194,-6497
264726,6449
-288600,48
23932,-6434
300608,7055
-40570,-669
-339530,48
79024,-6497
20,63
-171496,-2658
14820,95
4,0
77632,49
344368,8900
-286268,48
-126048,-8997
448108,8890
-40438,59
-337374,48
76978,-6497
34,63
-171652,-2658
15044,95
417512,8949
-331412,48
70346,-6497
34,63
-155396,-2563
4,0
456392,8890
-440020,107
138892,-6497
301184,7118
-401244,-621
100508,-6497
260624,6449
-332380,48
-99736,-9092
15596,95
456696,8890
-46034,59
-396818,48
-25560,-8997
78456,8997
89851,-6497
9,63
-178280,-3602
88424,1088
348438,8900
-347098,48
88580,-6434
-159332,-2563
70756,49
388680,8841
-37720,59
-304572,48
41700,-6497
40,63
-169804,-2658
18652,95
114548,8997
36874,-6497
300338,7118
-36690,-669
-292626,48
28849,-6497
51,63
-169148,-2658
19972,95
406352,8949
-364676,48
107372,-6434
-174024,-2658
11872,95
462760,8890
-402556,107
104630,-6497
6,63
-163936,-2563
422354,8949
-322854,48
64500,-6434
3553256,7066
-3255328,-739
-337012,107
39148,-6434
-172344,-2658
19220,95
406158,8949
-380670,48
127700,-6434
-178012,-2658
10084,95
465784,9618
3260584,11
-3574660,-632
314140,-107
3263440,739
-3562262,-7129
6,63
3533568,7066
-3619092,-632
384412,-107
-363004,107
63416,-6497
60,63
-155944,-2563
3710720,9629
-3554711,-7129
299519,7118
-41004,-669
-335856,48
-96196,-9092
15224,95
457896,8890
-299467,-6390
11,63
299528,6327
-435820,107
136377,-6497
43,63
-31108,6434
4,-8948
330560,9569
3255040,11
-3678912,-9580
3658368,9580
-3234432,-739
-40622,59
-328838,48
-111068,-10036
23716,1039
456884,8890
56,728
3264504,11
-3644316,-632
80664,-6497
12,63
-159504,-2563
458704,8890
-36806,59
-284750,48
-148300,-9092
20856,95
407526,8949
-336098,48
79140,-6434
-159892,-2563
3718380,9629
-3259984,-739
-41004,59
-330136,48
-102028,-9092
15856,95
411550,8949
-382474,48
129796,-6434
-168384,-2563
38592,49
428288,9569
-343692,-621
45260,-6434
-154352,-2563
452848,8890
-37414,59
-289326,48
26900,-6434
-170524,-2658
20356,95
450080,8890
-341332,107
-111168,-8997
3712332,9629
-3580620,-632
22284,-6434
298560,7055
-387900,-621
93431,-6497
5,63
-165844,-2563
460372,8890
3264480,739
-3301452,-680
-282352,48
-129612,-8997
408846,8949
-316650,48
62080,-6497
4,63
-177804,-2658
17292,95
98432,49
356808,8841
-45914,59
-379922,48
-51052,-9092
33364,9092
148677,-6497
-174849,-2500
31140,8997
146728,-6497
291884,7118
-416532,-621
-48720,-8997
465316,8890
72,0
56,728
64,-728
3245440,739
-3245368,-739
3245480,739
-3245424,-11
64,-728
72,0
3246752,739
56,0
-3246752,-11
64,-728
